id,item_name,people_id
16181,pc,72404
16182,iphone,98794
16183,car,20527
16184,chair,23580
16185,book,
16186,book,85665
16187,pc,76875
16188,car,
16189,laptop,57735
16190,car,469
16191,chair,
16192,pc,56375
16193,pc,5962
16194,car,7477
16195,phone,93382
16196,pc,78661
16197,chair,78746
16198,laptop,32383
16199,car,
16200,car,6006
16201,iphone,63746
16202,laptop,19917
16203,car,
16204,book,36924
16205,laptop,89020
16206,car,84195
16207,phone,27588
16208,book,34867
16209,pc,73681
16210,car,68753
16211,chair,3447
16212,book,33378
16213,car,72957
16214,phone,16782
16215,book,67546
16216,laptop,43607
16217,chair,35701
16218,iphone,64956
16219,iphone,76618
16220,chair,15455
16221,book,27709
16222,phone,13732
16223,chair,63347
16224,laptop,61672
16225,book,74448
16226,chair,61822
16227,chair,32954
16228,car,3874
16229,pc,46733
16230,phone,66076
16231,iphone,69462
16232,phone,63801
16233,car,38505
16234,car,49592
16235,phone,643
16236,phone,51610
16237,phone,38297
16238,car,61599
16239,laptop,875
16240,book,206
16241,pc,77884
16242,pc,20165
16243,laptop,17400
16244,car,76759
16245,iphone,40125
16246,pc,47843
16247,chair,17921
16248,phone,92871
16249,laptop,57823
16250,laptop,56434
16251,phone,73258
16252,chair,97067
16253,chair,52478
16254,phone,60284
16255,laptop,84872
16256,book,44342
16257,pc,35079
16258,pc,67520
16259,pc,28863
16260,chair,81804
16261,car,
16262,pc,17779
16263,iphone,52052
16264,chair,70424
16265,laptop,78654
16266,car,61340
16267,pc,3957
16268,chair,81186
16269,car,94346
16270,laptop,43128
16271,laptop,26437
16272,iphone,58920
16273,car,36105
16274,car,80734
16275,chair,54658
16276,phone,79056
16277,laptop,51034
16278,car,62819
16279,phone,50455
16280,chair,4105
16281,iphone,90068
16282,laptop,61622
16283,pc,52620
16284,book,95590
16285,book,6708
16286,book,2644
16287,laptop,92505
16288,iphone,41126
16289,phone,36426
16290,pc,93508
16291,pc,89745
16292,book,66355
16293,phone,8959
16294,iphone,75520
16295,book,41979
16296,book,30356
16297,phone,9193
16298,chair,70520
16299,car,72867
16300,iphone,14467
16301,pc,62529
16302,iphone,8739
16303,book,
16304,car,15423
16305,pc,99370
16306,book,69996
16307,book,85003
16308,pc,88312
16309,book,52996
16310,chair,38299
16311,chair,45570
16312,iphone,
16313,car,48222
16314,pc,29741
16315,chair,36451
16316,pc,54568
16317,pc,42056
16318,laptop,64752
16319,chair,16155
16320,phone,33482
16321,laptop,12514
16322,laptop,297
16323,chair,96237
16324,laptop,58269
16325,laptop,19529
16326,pc,16126
16327,chair,40940
16328,car,79595
16329,phone,53886
16330,book,23129
16331,iphone,86733
16332,laptop,40043
16333,pc,27018
16334,iphone,77160
16335,iphone,97104
16336,book,49130
16337,chair,84158
16338,book,25546
16339,car,82715
16340,car,36157
16341,phone,48001
16342,book,60482
16343,car,87424
16344,iphone,87402
16345,phone,7843
16346,car,24577
16347,book,18726
16348,laptop,77344
16349,chair,90859
16350,car,15777
16351,book,93679
16352,phone,83254
16353,chair,29412
16354,iphone,8030
16355,pc,7716
16356,chair,26342
16357,chair,52015
16358,car,46153
16359,pc,78
16360,phone,20414
16361,phone,92618
16362,iphone,13446
16363,phone,97162
16364,laptop,99755
16365,laptop,91265
16366,phone,94463
16367,book,90119
16368,laptop,71795
16369,iphone,94278
16370,phone,17759
16371,car,57462
16372,chair,45579
16373,laptop,9419
16374,phone,30426
16375,book,66882
16376,laptop,
16377,laptop,16529
16378,laptop,37061
16379,phone,67157
16380,pc,
16381,chair,57126
16382,book,90925
16383,chair,92135
16384,laptop,24219
16385,phone,31137
16386,laptop,81766
16387,car,
16388,pc,17703
16389,pc,88082
16390,chair,93351
16391,phone,57072
16392,phone,
16393,laptop,42509
16394,pc,23430
16395,laptop,85449
16396,chair,53985
16397,book,43901
16398,pc,65611
16399,iphone,9604
16400,phone,1576
16401,laptop,8884
16402,pc,
16403,book,43637
16404,phone,15170
16405,pc,58141
16406,car,85657
16407,book,46779
16408,laptop,17482
16409,phone,15616
16410,chair,96347
16411,laptop,65237
16412,chair,20504
16413,book,4734
16414,book,64580
16415,car,12138
16416,pc,45045
16417,iphone,91574
16418,book,85957
16419,pc,41676
16420,book,19722
16421,car,41109
16422,phone,50184
16423,iphone,87229
16424,laptop,11454
16425,phone,76988
16426,car,91067
16427,laptop,76681
16428,pc,68286
16429,laptop,28557
16430,chair,22630
16431,phone,35011
16432,car,43808
16433,book,87692
16434,chair,64554
16435,phone,14679
16436,pc,54640
16437,car,36337
16438,iphone,41922
16439,pc,56561
16440,car,19813
16441,car,88492
16442,car,58936
16443,chair,66854
16444,chair,
16445,chair,69209
16446,iphone,76396
16447,iphone,80664
16448,book,5709
16449,car,78786
16450,iphone,58646
16451,car,39589
16452,book,84919
16453,iphone,15648
16454,car,52671
16455,book,98838
16456,book,95397
16457,chair,2374
16458,laptop,77695
16459,book,43214
16460,car,66567
16461,chair,35097
16462,chair,37043
16463,iphone,44553
16464,chair,97134
16465,chair,6320
16466,laptop,93087
16467,pc,84092
16468,book,86152
16469,phone,77504
16470,book,24166
16471,chair,8976
16472,chair,54374
16473,book,2888
16474,pc,
16475,chair,38091
16476,phone,
16477,car,33853
16478,pc,19533
16479,iphone,95319
16480,laptop,24922
16481,phone,6759
16482,phone,35058
16483,book,73400
16484,car,76649
16485,iphone,78488
16486,chair,50959
16487,chair,19481
16488,chair,10359
16489,iphone,97660
16490,phone,90026
16491,laptop,15726
16492,car,46454
16493,phone,67146
16494,iphone,2975
16495,laptop,
16496,book,7515
16497,laptop,65707
16498,book,51916
16499,laptop,52158
16500,laptop,69253
16501,phone,94910
16502,iphone,42331
16503,pc,17063
16504,car,29636
16505,chair,19365
16506,laptop,72428
16507,phone,12324
16508,pc,28517
16509,iphone,47719
16510,car,47584
16511,phone,71314
16512,phone,97762
16513,chair,66060
16514,pc,40932
16515,chair,48364
16516,laptop,36602
16517,car,83763
16518,phone,46251
16519,book,66839
16520,chair,1989
16521,phone,48875
16522,phone,23301
16523,laptop,78368
16524,phone,60094
16525,phone,18200
16526,pc,30927
16527,chair,61605
16528,laptop,33333
16529,chair,80350
16530,iphone,98643
16531,laptop,
16532,iphone,
16533,car,98094
16534,car,
16535,pc,17590
16536,book,59552
16537,phone,3504
16538,phone,38823
16539,laptop,2323
16540,pc,86578
16541,car,35056
16542,phone,47809
16543,iphone,12515
16544,car,91293
16545,pc,4017
16546,iphone,31238
16547,iphone,69283
16548,phone,98096
16549,phone,
16550,car,6545
16551,phone,63747
16552,iphone,63185
16553,iphone,98455
16554,chair,12791
16555,chair,8063
16556,laptop,30207
16557,book,97213
16558,phone,22730
16559,phone,11132
16560,iphone,61443
16561,iphone,81379
16562,car,29057
16563,pc,97907
16564,laptop,42533
16565,pc,80735
16566,pc,16796
16567,laptop,64558
16568,phone,23784
16569,phone,47462
16570,phone,6278
16571,pc,
16572,iphone,68883
16573,laptop,13081
16574,laptop,56619
16575,chair,49605
16576,pc,76341
16577,car,70022
16578,phone,66256
16579,car,2072
16580,car,87445
16581,laptop,90185
16582,iphone,77050
16583,car,48300
16584,iphone,77864
16585,laptop,62233
16586,chair,75527
16587,iphone,
16588,car,77298
16589,pc,31633
16590,pc,7152
16591,pc,
16592,laptop,10644
16593,car,87184
16594,iphone,77601
16595,laptop,58340
16596,iphone,87098
16597,car,99839
16598,book,56953
16599,pc,97818
16600,chair,75260
16601,laptop,38086
16602,car,76778
16603,pc,8472
16604,chair,43950
16605,iphone,30101
16606,iphone,82623
16607,chair,36802
16608,phone,63886
16609,book,52563
16610,iphone,76469
16611,phone,46278
16612,laptop,73757
16613,book,88993
16614,phone,92798
16615,phone,82793
16616,pc,17713
16617,chair,94122
16618,iphone,3952
16619,chair,23318
16620,book,87530
16621,phone,51788
16622,pc,42180
16623,phone,44590
16624,chair,76374
16625,car,5602
16626,book,58366
16627,chair,87908
16628,car,67010
16629,chair,34756
16630,iphone,67481
16631,iphone,24037
16632,laptop,22871
16633,phone,84031
16634,laptop,94463
16635,iphone,51652
16636,phone,86406
16637,pc,67669
16638,pc,45263
16639,chair,76850
16640,phone,43501
16641,chair,28461
16642,car,26957
16643,car,42932
16644,pc,60725
16645,laptop,89108
16646,phone,27875
16647,laptop,17049
16648,phone,43883
16649,book,42293
16650,chair,9122
16651,chair,84810
16652,book,12078
16653,laptop,62571
16654,chair,89879
16655,iphone,66847
16656,chair,
16657,phone,86554
16658,book,63094
16659,car,51685
16660,phone,54041
16661,book,87622
16662,laptop,98301
16663,chair,98395
16664,pc,30181
16665,laptop,65595
16666,iphone,96383
16667,chair,45647
16668,car,75080
16669,laptop,47501
16670,laptop,95374
16671,iphone,64175
16672,pc,1378
16673,phone,
16674,car,7259
16675,iphone,68497
16676,iphone,78038
16677,laptop,50594
16678,laptop,54420
16679,iphone,9434
16680,pc,11556
16681,laptop,83756
16682,car,86017
16683,phone,31003
16684,chair,51755
16685,pc,57854
16686,laptop,39074
16687,laptop,99883
16688,chair,8340
16689,iphone,44157
16690,phone,52546
16691,pc,
16692,chair,26326
16693,phone,15482
16694,car,
16695,laptop,50966
16696,laptop,66901
16697,phone,93363
16698,car,39381
16699,car,14168
16700,chair,85725
16701,laptop,98794
16702,pc,90154
16703,iphone,82810
16704,iphone,79213
16705,phone,20983
16706,phone,21389
16707,car,41537
16708,book,51454
16709,phone,91353
16710,chair,39085
16711,book,93615
16712,car,11687
16713,pc,79318
16714,phone,78816
16715,chair,92248
16716,book,62686
16717,chair,16684
16718,book,91149
16719,car,16867
16720,phone,25563
16721,phone,55141
16722,chair,32730
16723,phone,70221
16724,laptop,65499
16725,phone,17748
16726,iphone,8834
16727,book,91800
16728,iphone,8273
16729,iphone,54221
16730,car,57112
16731,iphone,
16732,laptop,78647
16733,pc,90796
16734,laptop,16992
16735,iphone,72924
16736,phone,57301
16737,pc,87411
16738,pc,71688
16739,car,23243
16740,book,30872
16741,laptop,
16742,book,69095
16743,book,49094
16744,iphone,45973
16745,car,85055
16746,phone,20532
16747,phone,40606
16748,car,34875
16749,phone,47177
16750,laptop,89712
16751,pc,32163
16752,chair,16109
16753,book,95154
16754,iphone,71608
16755,chair,62938
16756,laptop,40697
16757,car,45956
16758,car,88820
16759,laptop,85263
16760,chair,1381
16761,chair,84115
16762,book,55111
16763,phone,34078
16764,laptop,10404
16765,book,69650
16766,car,71834
16767,phone,50344
16768,car,50942
16769,car,28738
16770,pc,58223
16771,phone,75245
16772,phone,
16773,pc,
16774,book,19385
16775,pc,90753
16776,phone,22317
16777,book,9734
16778,laptop,28649
16779,phone,72012
16780,iphone,37787
16781,laptop,21573
16782,chair,1136
16783,laptop,511
16784,laptop,98507
16785,phone,62678
16786,car,73881
16787,phone,9966
16788,laptop,77004
16789,phone,53698
16790,phone,69813
16791,car,41560
16792,book,72961
16793,chair,39064
16794,phone,
16795,pc,47820
16796,pc,84612
16797,book,68678
16798,phone,66317
16799,iphone,89125
16800,laptop,47475
16801,phone,14841
16802,car,70152
16803,laptop,
16804,laptop,
16805,iphone,51157
16806,chair,31871
16807,car,23735
16808,laptop,62583
16809,phone,31064
16810,phone,10401
16811,pc,35935
16812,book,48390
16813,phone,9529
16814,car,81375
16815,chair,99084
16816,book,61482
16817,laptop,77676
16818,car,28959
16819,pc,77941
16820,chair,3731
16821,chair,1611
16822,laptop,96919
16823,chair,49779
16824,laptop,37274
16825,chair,74353
16826,chair,36339
16827,laptop,38069
16828,phone,86207
16829,iphone,13519
16830,pc,30709
16831,pc,7251
16832,car,
16833,phone,26499
16834,laptop,25526
16835,iphone,61905
16836,laptop,76718
16837,iphone,74753
16838,phone,
16839,pc,95713
16840,iphone,52866
16841,chair,73418
16842,phone,42626
16843,iphone,85411
16844,car,91954
16845,car,24948
16846,phone,55695
16847,pc,61454
16848,phone,84046
16849,car,32408
16850,car,50439
16851,phone,65472
16852,iphone,65351
16853,book,43906
16854,chair,98838
16855,chair,38317
16856,laptop,
16857,iphone,92308
16858,pc,20588
16859,book,95595
16860,car,89950
16861,chair,57860
16862,book,23850
16863,iphone,53052
16864,laptop,67737
16865,pc,50569
16866,pc,81415
16867,laptop,96709
16868,laptop,15868
16869,chair,41875
16870,pc,95039
16871,car,36432
16872,car,72563
16873,chair,77373
16874,car,72491
16875,phone,66325
16876,iphone,936
16877,phone,41343
16878,car,72170
16879,car,25663
16880,iphone,81079
16881,iphone,57328
16882,book,81161
16883,laptop,59433
16884,iphone,3150
16885,laptop,24888
16886,car,79430
16887,phone,8496
16888,car,13992
16889,laptop,31762
16890,book,3682
16891,car,63373
16892,car,43725
16893,pc,72973
16894,car,37851
16895,iphone,40655
16896,chair,13556
16897,phone,55850
16898,iphone,4632
16899,car,
16900,laptop,4369
16901,phone,89583
16902,book,55712
16903,car,67618
16904,chair,21218
16905,pc,55779
16906,laptop,6019
16907,phone,48679
16908,laptop,58838
16909,car,98750
16910,car,13170
16911,car,97655
16912,car,57923
16913,phone,17149
16914,laptop,
16915,laptop,43019
16916,iphone,98141
16917,book,96650
16918,book,3380
16919,iphone,41963
16920,car,58661
16921,pc,63495
16922,book,47158
16923,car,19526
16924,chair,20043
16925,laptop,2151
16926,car,48476
16927,chair,96356
16928,car,32072
16929,chair,1805
16930,book,56114
16931,car,15018
16932,chair,48067
16933,iphone,57242
16934,chair,37294
16935,chair,57730
16936,iphone,5903
16937,chair,40879
16938,laptop,4445
16939,iphone,18058
16940,pc,3028
16941,phone,74800
16942,book,85303
16943,phone,40337
16944,book,57290
16945,iphone,91227
16946,car,66349
16947,chair,29525
16948,car,27677
16949,book,38388
16950,phone,21593
16951,laptop,66845
16952,iphone,5030
16953,book,30895
16954,laptop,38900
16955,car,24114
16956,laptop,83368
16957,car,82663
16958,car,52609
16959,iphone,79622
16960,chair,95634
16961,chair,27750
16962,book,93068
16963,book,91943
16964,car,72107
16965,car,96553
16966,phone,21720
16967,car,39530
16968,chair,49345
16969,chair,6675
16970,book,58696
16971,pc,1823
16972,book,15165
16973,phone,
16974,book,13454
16975,pc,30123
16976,car,38542
16977,phone,89045
16978,pc,47819
16979,chair,33080
16980,laptop,53589
16981,phone,
16982,laptop,14641
16983,pc,28709
16984,phone,57851
16985,phone,59300
16986,phone,21207
16987,car,76546
16988,laptop,97728
16989,iphone,40511
16990,phone,4866
16991,book,73933
16992,iphone,59159
16993,chair,30348
16994,iphone,99410
16995,laptop,12327
16996,phone,36404
16997,pc,10811
16998,laptop,33092
16999,phone,54708
17000,laptop,34722
17001,laptop,48493
17002,pc,37215
17003,laptop,65565
17004,iphone,78590
17005,car,78127
17006,laptop,48380
17007,laptop,88233
17008,car,15008
17009,car,95721
17010,car,5837
17011,laptop,63583
17012,car,2741
17013,book,71772
17014,car,32313
17015,book,42632
17016,iphone,22756
17017,car,54643
17018,chair,63680
17019,laptop,15868
17020,laptop,99994
17021,laptop,22329
17022,phone,24947
17023,laptop,20305
17024,laptop,50513
17025,chair,18792
17026,car,94355
17027,pc,27239
17028,book,16106
17029,car,45177
17030,chair,75450
17031,iphone,17370
17032,car,
17033,laptop,63077
17034,laptop,52686
17035,book,8094
17036,book,84833
17037,book,91373
17038,chair,61710
17039,chair,24660
17040,pc,90736
17041,iphone,81042
17042,pc,13804
17043,iphone,19850
17044,phone,59153
17045,pc,53664
17046,pc,94503
17047,phone,56939
17048,book,66402
17049,car,16203
17050,book,38390
17051,car,58503
17052,iphone,98639
17053,laptop,19798
17054,book,79573
17055,book,9558
17056,pc,45426
17057,iphone,20576
17058,car,98338
17059,phone,34161
17060,iphone,599
17061,iphone,52997
17062,iphone,57558
17063,iphone,24474
17064,chair,52013
17065,chair,93223
17066,car,14064
17067,phone,1941
17068,laptop,5404
17069,pc,69993
17070,pc,13344
17071,iphone,87129
17072,iphone,2060
17073,chair,36640
17074,book,20646
17075,pc,70483
17076,chair,78248
17077,pc,90849
17078,iphone,84469
17079,car,25421
17080,chair,36179
17081,car,31584
17082,book,12353
17083,laptop,34090
17084,car,41618
17085,book,2816
17086,iphone,55876
17087,chair,24032
17088,pc,46296
17089,chair,4964
17090,pc,85592
17091,pc,40755
17092,car,
17093,book,17278
17094,pc,44156
17095,chair,72123
17096,iphone,55870
17097,iphone,32075
17098,laptop,54501
17099,pc,69385
17100,laptop,42346
17101,car,80419
17102,book,85407
17103,chair,92942
17104,book,8427
17105,chair,80188
17106,phone,24108
17107,car,
17108,book,49043
17109,chair,
17110,pc,12182
17111,car,88292
17112,pc,5501
17113,phone,
17114,phone,
17115,chair,59425
17116,chair,98884
17117,pc,25560
17118,book,20323
17119,chair,44733
17120,car,87157
17121,phone,5185
17122,phone,23235
17123,iphone,64544
17124,laptop,42777
17125,iphone,68607
17126,iphone,69422
17127,book,30282
17128,pc,69854
17129,chair,22821
17130,pc,27159
17131,pc,59442
17132,iphone,42988
17133,laptop,38891
17134,book,88600
17135,pc,38763
17136,phone,48211
17137,laptop,11182
17138,book,40800
17139,laptop,59575
17140,book,62331
17141,car,75233
17142,pc,35336
17143,car,52400
17144,phone,
17145,car,62657
17146,car,83692
17147,iphone,2237
17148,laptop,44064
17149,book,64597
17150,laptop,97213
17151,phone,4108
17152,book,95911
17153,pc,18980
17154,chair,10197
17155,car,47522
17156,book,309
17157,laptop,30995
17158,chair,49120
17159,iphone,55118
17160,laptop,6391
17161,chair,4062
17162,chair,88759
17163,pc,
17164,pc,935
17165,car,21807
17166,pc,50229
17167,chair,27140
17168,chair,
17169,iphone,99684
17170,phone,29716
17171,pc,12385
17172,laptop,72054
17173,pc,1022
17174,chair,90583
17175,phone,76294
17176,laptop,96792
17177,laptop,99930
17178,chair,83471
17179,book,72624
17180,chair,93028
17181,chair,99232
17182,car,57799
17183,car,83582
17184,laptop,54682
17185,pc,48376
17186,chair,56649
17187,pc,34568
17188,chair,3687
17189,pc,69108
17190,car,62775
17191,chair,54291
17192,laptop,2844
17193,pc,21968
17194,pc,58425
17195,phone,10636
17196,iphone,5746
17197,laptop,65323
17198,laptop,16843
17199,iphone,89426
17200,book,64644
17201,iphone,45596
17202,pc,15993
17203,laptop,68503
17204,book,68695
17205,book,15118
17206,phone,72592
17207,car,62567
17208,chair,14853
17209,chair,21296
17210,iphone,20606
17211,laptop,65634
17212,laptop,
17213,laptop,
17214,phone,88184
17215,pc,97133
17216,phone,93579
17217,laptop,71
17218,iphone,78264
17219,laptop,41612
17220,iphone,46122
17221,phone,644
17222,pc,16023
17223,iphone,
17224,chair,52863
17225,chair,50718
17226,chair,4819
17227,chair,16478
17228,phone,29052
17229,car,68465
17230,iphone,11514
17231,phone,32032
17232,laptop,49896
17233,laptop,
17234,phone,4017
17235,chair,87255
17236,car,96447
17237,laptop,17023
17238,car,7503
17239,iphone,57368
17240,book,19471
17241,car,16118
17242,phone,26971
17243,laptop,22613
17244,laptop,
17245,iphone,
17246,chair,33223
17247,phone,38226
17248,iphone,57212
17249,pc,98683
17250,book,29992
17251,car,55761
17252,laptop,9605
17253,car,67005
17254,laptop,29401
17255,book,78328
17256,car,82301
17257,iphone,19504
17258,pc,90366
17259,phone,19249
17260,chair,64912
17261,laptop,42565
17262,pc,30621
17263,chair,98574
17264,car,41218
17265,chair,42412
17266,iphone,13552
17267,chair,27943
17268,phone,
17269,iphone,29329
17270,iphone,83986
17271,phone,31732
17272,iphone,89600
17273,chair,71214
17274,book,5965
17275,iphone,56129
17276,book,98226
17277,laptop,49249
17278,chair,69060
17279,pc,
17280,laptop,88300
17281,laptop,36478
17282,iphone,40165
17283,car,31210
17284,laptop,48643
17285,iphone,79784
17286,phone,99491
17287,book,12291
17288,iphone,47218
17289,pc,47554
17290,car,87262
17291,car,63397
17292,car,6393
17293,laptop,
17294,car,62097
17295,chair,97993
17296,chair,81445
17297,phone,91295
17298,phone,2339
17299,iphone,22171
17300,book,94930
17301,car,46439
17302,chair,63319
17303,book,8836
17304,book,95672
17305,pc,66234
17306,chair,26933
17307,iphone,79377
17308,iphone,37751
17309,chair,83289
17310,chair,45394
17311,car,90439
17312,iphone,83395
17313,car,49968
17314,pc,67213
17315,iphone,80139
17316,chair,69827
17317,iphone,7068
17318,phone,26395
17319,chair,19672
17320,iphone,60338
17321,book,18290
17322,book,20996
17323,pc,10657
17324,pc,63706
17325,phone,302
17326,car,28074
17327,book,99178
17328,phone,22919
17329,iphone,15221
17330,laptop,36604
17331,car,85551
17332,iphone,18870
17333,pc,64474
17334,pc,33342
17335,pc,13268
17336,iphone,94690
17337,pc,33112
17338,pc,77846
17339,pc,34197
17340,chair,66608
17341,phone,92918
17342,book,44876
17343,chair,
17344,iphone,74262
17345,pc,43254
17346,pc,
17347,iphone,286
17348,car,47728
17349,laptop,96887
17350,iphone,64798
17351,book,92554
17352,book,38716
17353,iphone,64036
17354,pc,45643
17355,phone,68232
17356,iphone,55348
17357,iphone,9364
17358,pc,11149
17359,pc,13366
17360,iphone,9653
17361,pc,6648
17362,chair,43014
17363,pc,88656
17364,chair,34096
17365,phone,
17366,laptop,
17367,car,37794
17368,iphone,13577
17369,pc,95588
17370,pc,22298
17371,chair,32672
17372,book,92257
17373,car,7763
17374,car,94311
17375,book,76646
17376,car,32578
17377,phone,69047
17378,laptop,57620
17379,book,80998
17380,pc,14628
17381,phone,97072
17382,book,49254
17383,iphone,855
17384,book,
17385,book,8861
17386,laptop,30393
17387,chair,71231
17388,laptop,78455
17389,book,32289
17390,book,58230
17391,iphone,85199
17392,phone,30318
17393,book,29272
17394,car,8021
17395,iphone,34941
17396,phone,48004
17397,laptop,57622
17398,car,1999
17399,chair,30492
17400,laptop,66545
17401,book,26799
17402,laptop,13253
17403,iphone,67000
17404,chair,23487
17405,book,30453
17406,book,
17407,chair,17862
17408,iphone,36743
17409,phone,72526
17410,car,44644
17411,book,46413
17412,pc,48640
17413,phone,13148
17414,laptop,30783
17415,pc,58490
17416,car,53866
17417,phone,64673
17418,chair,86835
17419,iphone,30530
17420,chair,9055
17421,iphone,12228
17422,chair,
17423,book,97460
17424,pc,32099
17425,phone,14953
17426,car,89807
17427,chair,64604
17428,book,61146
17429,chair,28168
17430,phone,85476
17431,pc,12782
17432,car,17973
17433,chair,37590
17434,laptop,5909
17435,phone,12648
17436,phone,35428
17437,phone,
17438,laptop,56570
17439,book,62676
17440,pc,42109
17441,chair,43053
17442,car,86582
17443,book,93913
17444,pc,57823
17445,book,16958
17446,chair,20828
17447,iphone,81447
17448,laptop,86695
17449,book,30691
17450,laptop,91975
17451,laptop,70400
17452,chair,98766
17453,car,54317
17454,book,97970
17455,laptop,57073
17456,laptop,
17457,phone,
17458,iphone,70599
17459,car,95570
17460,phone,24307
17461,chair,
17462,laptop,83341
17463,laptop,48484
17464,iphone,55027
17465,phone,36779
17466,chair,22844
17467,chair,51584
17468,iphone,41413
17469,book,89070
17470,pc,3150
17471,chair,33750
17472,car,39743
17473,car,96695
17474,iphone,50803
17475,iphone,74830
17476,chair,35621
17477,phone,68045
17478,laptop,6425
17479,chair,38508
17480,chair,93481
17481,phone,47026
17482,laptop,50468
17483,book,38756
17484,iphone,
17485,car,22334
17486,laptop,36969
17487,book,18608
17488,car,55705
17489,pc,55319
17490,chair,25220
17491,book,61671
17492,book,10370
17493,chair,
17494,chair,13994
17495,car,46255
17496,pc,48872
17497,chair,15401
17498,laptop,78861
17499,chair,14267
17500,laptop,57565
17501,car,9258
17502,car,9326
17503,iphone,35982
17504,phone,63464
17505,car,94598
17506,iphone,24732
17507,car,13306
17508,iphone,29976
17509,car,91827
17510,pc,60105
17511,phone,21254
17512,laptop,49250
17513,chair,33289
17514,laptop,77819
17515,phone,99756
17516,iphone,99497
17517,pc,40410
17518,chair,71072
17519,pc,8822
17520,car,31729
17521,car,16645
17522,laptop,89502
17523,iphone,64633
17524,iphone,93092
17525,pc,59973
17526,iphone,75326
17527,chair,34885
17528,car,69503
17529,book,
17530,chair,75292
17531,iphone,44532
17532,car,71357
17533,laptop,30753
17534,car,84457
17535,iphone,97183
17536,car,64793
17537,book,62467
17538,car,52074
17539,iphone,62566
17540,phone,74995
17541,phone,59344
17542,book,32536
17543,laptop,45955
17544,chair,70519
17545,phone,16619
17546,car,58506
17547,laptop,59995
17548,phone,52465
17549,car,80034
17550,chair,78825
17551,pc,21454
17552,phone,16538
17553,laptop,85018
17554,book,58762
17555,phone,65040
17556,car,2031
17557,book,55110
17558,car,41754
17559,book,82359
17560,laptop,57156
17561,iphone,96165
17562,book,54482
17563,phone,39716
17564,car,58370
17565,phone,
17566,car,
17567,laptop,59019
17568,car,7262
17569,pc,
17570,iphone,11213
17571,laptop,36975
17572,laptop,4689
17573,iphone,81383
17574,iphone,70546
17575,laptop,42437
17576,pc,82566
17577,pc,35011
17578,iphone,46784
17579,laptop,92998
17580,iphone,51167
17581,car,88226
17582,phone,44336
17583,iphone,24083
17584,chair,43773
17585,chair,
17586,laptop,
17587,car,58892
17588,pc,96171
17589,phone,81923
17590,iphone,18731
17591,phone,42858
17592,iphone,72916
17593,phone,94029
17594,book,35743
17595,car,20655
17596,iphone,55886
17597,car,30769
17598,phone,79970
17599,book,83390
17600,pc,57039
17601,iphone,34629
17602,book,78651
17603,car,37417
17604,pc,6053
17605,chair,
17606,book,13449
17607,phone,62678
17608,phone,61215
17609,iphone,18293
17610,laptop,55060
17611,laptop,8471
17612,book,25302
17613,iphone,43735
17614,chair,89993
17615,phone,44971
17616,book,4728
17617,chair,9693
17618,laptop,62446
17619,book,81904
17620,book,7008
17621,phone,2770
17622,book,28279
17623,car,40353
17624,car,2409
17625,pc,62957
17626,laptop,56648
17627,book,23014
17628,car,81725
17629,laptop,495
17630,chair,88177
17631,book,80058
17632,book,84523
17633,iphone,39390
17634,phone,5167
17635,pc,14021
17636,book,60574
17637,book,34493
17638,phone,77348
17639,laptop,10762
17640,iphone,24715
17641,car,98218
17642,chair,
17643,book,
17644,phone,84712
17645,book,28422
17646,book,38021
17647,car,88560
17648,pc,46825
17649,car,37616
17650,pc,39309
17651,phone,94307
17652,phone,82288
17653,book,42533
17654,chair,1275
17655,car,
17656,pc,62245
17657,car,10396
17658,phone,9780
17659,phone,6105
17660,car,25934
17661,pc,80922
17662,book,85804
17663,iphone,92137
17664,book,61060
17665,pc,73184
17666,iphone,92720
17667,phone,31534
17668,iphone,87295
17669,book,35179
17670,car,22474
17671,car,57173
17672,phone,63909
17673,phone,70565
17674,phone,10939
17675,chair,58079
17676,phone,21678
17677,book,81320
17678,car,23939
17679,car,13150
17680,iphone,28888
17681,chair,6579
17682,pc,2646
17683,laptop,1042
17684,phone,74288
17685,chair,36677
17686,pc,32570
17687,phone,23597
17688,phone,69351
17689,chair,51859
17690,pc,41661
17691,chair,27461
17692,laptop,8270
17693,iphone,14916
17694,iphone,39602
17695,laptop,29523
17696,chair,62540
17697,chair,94882
17698,iphone,87042
17699,iphone,74347
17700,pc,59114
17701,laptop,3639
17702,car,30568
17703,chair,13586
17704,iphone,58366
17705,pc,30939
17706,car,83049
17707,iphone,746
17708,chair,37935
17709,book,20510
17710,chair,72299
17711,book,20878
17712,iphone,34219
17713,chair,
17714,phone,68710
17715,phone,90762
17716,book,52803
17717,chair,85239
17718,laptop,35500
17719,pc,94616
17720,chair,61729
17721,chair,73021
17722,iphone,4265
17723,laptop,10866
17724,laptop,9181
17725,iphone,42988
17726,book,
17727,car,7617
17728,car,
17729,phone,24974
17730,car,35917
17731,car,99168
17732,phone,
17733,book,6512
17734,car,65853
17735,car,49286
17736,pc,45867
17737,chair,22169
17738,pc,34201
17739,car,77419
17740,laptop,90734
17741,book,14369
17742,car,64490
17743,laptop,13879
17744,iphone,65358
17745,car,15179
17746,laptop,12731
17747,phone,72920
17748,chair,74386
17749,phone,43295
17750,laptop,5510
17751,book,64474
17752,iphone,42742
17753,chair,96222
17754,laptop,39190
17755,laptop,81806
